display_name;category;sector;barcodes;aliases;country_codes;image_url;unit;tags;supplier_suggestions;marketplace_matches;publication_status;notes;reference_price;sale_price;supplier_hint;verified;added_by_count
Curcuma Marque locale Poudre 50 g;Épices;epicerie;;Curcuma Marque locale Poudre 50 g|Curcuma|Curcuma 50 g|Curcuma Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|curcuma|marque locale|poudre|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Curcuma Marque locale Poudre 100 g;Épices;epicerie;;Curcuma Marque locale Poudre 100 g|Curcuma|Curcuma 100 g|Curcuma Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|curcuma|marque locale|poudre|100 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Gingembre Marque locale Poudre/séché 50 g;Épices;epicerie;;Gingembre Marque locale Poudre/séché 50 g|Gingembre|Gingembre 50 g|Gingembre Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|gingembre|marque locale|poudre/séché|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Gingembre Marque locale Poudre/séché 100 g;Épices;epicerie;;Gingembre Marque locale Poudre/séché 100 g|Gingembre|Gingembre 100 g|Gingembre Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|gingembre|marque locale|poudre/séché|100 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Ail en poudre Marque locale 50 g;Épices;epicerie;;Ail en poudre Marque locale 50 g|Ail en poudre|Ail en poudre 50 g|Ail en poudre Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|ail en poudre|marque locale|poudre|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Ail en poudre Marque locale 100 g;Épices;epicerie;;Ail en poudre Marque locale 100 g|Ail en poudre|Ail en poudre 100 g|Ail en poudre Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|ail en poudre|marque locale|poudre|100 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Oignon en poudre Marque locale 50 g;Épices;epicerie;;Oignon en poudre Marque locale 50 g|Oignon en poudre|Oignon en poudre 50 g|Oignon en poudre Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|oignon en poudre|marque locale|poudre|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Oignon en poudre Marque locale 100 g;Épices;epicerie;;Oignon en poudre Marque locale 100 g|Oignon en poudre|Oignon en poudre 100 g|Oignon en poudre Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|oignon en poudre|marque locale|poudre|100 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Muscade Marque locale Poudre 100 sachets x 2 g;Épices;epicerie;;Muscade Marque locale Poudre 100 sachets x 2 g|Muscade|Muscade 100 sachets x 2 g|Muscade Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|muscade|marque locale|poudre|100 sachets x 2 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Muscade Marque locale Poudre 50 g;Épices;epicerie;;Muscade Marque locale Poudre 50 g|Muscade|Muscade 50 g|Muscade Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|muscade|marque locale|poudre|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Laurier Marque locale Feuilles 25 g;Épices;epicerie;;Laurier Marque locale Feuilles 25 g|Laurier|Laurier 25 g|Laurier Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|laurier|marque locale|feuilles|25 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Laurier Marque locale Feuilles 50 g;Épices;epicerie;;Laurier Marque locale Feuilles 50 g|Laurier|Laurier 50 g|Laurier Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|laurier|marque locale|feuilles|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Thym Marque locale Séché 25 g;Épices;epicerie;;Thym Marque locale Séché 25 g|Thym|Thym 25 g|Thym Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|thym|marque locale|séché|25 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Thym Marque locale Séché 50 g;Épices;epicerie;;Thym Marque locale Séché 50 g|Thym|Thym 50 g|Thym Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|thym|marque locale|séché|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Persil sec Marque locale Séché 25 g;Épices;epicerie;;Persil sec Marque locale Séché 25 g|Persil sec|Persil sec 25 g|Persil sec Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|persil sec|marque locale|séché|25 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Persil sec Marque locale Séché 50 g;Épices;epicerie;;Persil sec Marque locale Séché 50 g|Persil sec|Persil sec 50 g|Persil sec Marque locale;SN;;sachet/boîte;épicerie|sénégal|épicerie salée|épices|persil sec|marque locale|séché|50 g|b|expiration à suivre;;;ready;"Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Épices conditionnées uniquement; pas de vrac conditionnement fermé. | Source / validation : https://www.senboutique.com/index.php?c=44&l=product_list";;;;true;1
Nététou Marque locale Entier/poudre 100 g;Local sec;epicerie;;Nététou Marque locale Entier/poudre 100 g|Nététou|Nététou 100 g|Nététou Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|nététou|marque locale|entier/poudre|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Nététou Marque locale Entier/poudre 250 g;Local sec;epicerie;;Nététou Marque locale Entier/poudre 250 g|Nététou|Nététou 250 g|Nététou Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|nététou|marque locale|entier/poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Soumbala Marque locale Classique 100 g;Local sec;epicerie;;Soumbala Marque locale Classique 100 g|Soumbala|Soumbala 100 g|Soumbala Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|soumbala|marque locale|classique|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Soumbala Marque locale Classique 250 g;Local sec;epicerie;;Soumbala Marque locale Classique 250 g|Soumbala|Soumbala 250 g|Soumbala Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|soumbala|marque locale|classique|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Guedj Marque locale Poisson séché 250 g;Local sec;epicerie;;Guedj Marque locale Poisson séché 250 g|Guedj|Guedj 250 g|Guedj Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|guedj|marque locale|poisson séché|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Guedj Marque locale Poisson séché 500 g;Local sec;epicerie;;Guedj Marque locale Poisson séché 500 g|Guedj|Guedj 500 g|Guedj Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|guedj|marque locale|poisson séché|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Yet Marque locale Mollusque séché 250 g;Local sec;epicerie;;Yet Marque locale Mollusque séché 250 g|Yet|Yet 250 g|Yet Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|yet|marque locale|mollusque séché|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Yet Marque locale Mollusque séché 500 g;Local sec;epicerie;;Yet Marque locale Mollusque séché 500 g|Yet|Yet 500 g|Yet Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|yet|marque locale|mollusque séché|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Kethiakh Marque locale Poisson fumé 250 g;Local sec;epicerie;;Kethiakh Marque locale Poisson fumé 250 g|Kethiakh|Kethiakh 250 g|Kethiakh Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|kethiakh|marque locale|poisson fumé|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Kethiakh Marque locale Poisson fumé 500 g;Local sec;epicerie;;Kethiakh Marque locale Poisson fumé 500 g|Kethiakh|Kethiakh 500 g|Kethiakh Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|kethiakh|marque locale|poisson fumé|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Crevettes séchées Sunu Alimentation Entières/poudre 100 g;Local sec;epicerie;;Crevettes séchées Sunu Alimentation Entières/poudre 100 g|Crevettes séchées|Crevettes séchées 100 g|Crevettes séchées Sunu Alimentation;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|crevettes séchées|sunu alimentation|entières/poudre|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Crevettes séchées Sunu Alimentation Entières/poudre 250 g;Local sec;epicerie;;Crevettes séchées Sunu Alimentation Entières/poudre 250 g|Crevettes séchées|Crevettes séchées 250 g|Crevettes séchées Sunu Alimentation;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|crevettes séchées|sunu alimentation|entières/poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Crevettes séchées Marque locale Entières/poudre 100 g;Local sec;epicerie;;Crevettes séchées Marque locale Entières/poudre 100 g|Crevettes séchées|Crevettes séchées 100 g|Crevettes séchées Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|crevettes séchées|marque locale|entières/poudre|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Crevettes séchées Marque locale Entières/poudre 250 g;Local sec;epicerie;;Crevettes séchées Marque locale Entières/poudre 250 g|Crevettes séchées|Crevettes séchées 250 g|Crevettes séchées Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|crevettes séchées|marque locale|entières/poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bissap rouge Marque locale Fleurs séchées 100 g;Local sec;epicerie;;Bissap rouge Marque locale Fleurs séchées 100 g|Bissap rouge|Bissap rouge 100 g|Bissap rouge Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bissap rouge|marque locale|fleurs séchées|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bissap rouge Marque locale Fleurs séchées 250 g;Local sec;epicerie;;Bissap rouge Marque locale Fleurs séchées 250 g|Bissap rouge|Bissap rouge 250 g|Bissap rouge Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bissap rouge|marque locale|fleurs séchées|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bissap rouge Marque locale Fleurs séchées 500 g;Local sec;epicerie;;Bissap rouge Marque locale Fleurs séchées 500 g|Bissap rouge|Bissap rouge 500 g|Bissap rouge Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bissap rouge|marque locale|fleurs séchées|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bissap blanc Marque locale Fleurs séchées 100 g;Local sec;epicerie;;Bissap blanc Marque locale Fleurs séchées 100 g|Bissap blanc|Bissap blanc 100 g|Bissap blanc Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bissap blanc|marque locale|fleurs séchées|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bissap blanc Marque locale Fleurs séchées 250 g;Local sec;epicerie;;Bissap blanc Marque locale Fleurs séchées 250 g|Bissap blanc|Bissap blanc 250 g|Bissap blanc Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bissap blanc|marque locale|fleurs séchées|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bouye / pain de singe Marque locale Fruit/poudre 250 g;Local sec;epicerie;;Bouye / pain de singe Marque locale Fruit/poudre 250 g|Bouye / pain de singe|Bouye / pain de singe 250 g|Bouye / pain de singe Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bouye / pain de singe|marque locale|fruit/poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bouye / pain de singe Marque locale Fruit/poudre 500 g;Local sec;epicerie;;Bouye / pain de singe Marque locale Fruit/poudre 500 g|Bouye / pain de singe|Bouye / pain de singe 500 g|Bouye / pain de singe Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bouye / pain de singe|marque locale|fruit/poudre|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Bouye / pain de singe Marque locale Fruit/poudre 1 kg;Local sec;epicerie;;Bouye / pain de singe Marque locale Fruit/poudre 1 kg|Bouye / pain de singe|Bouye / pain de singe 1 kg|Bouye / pain de singe Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|bouye / pain de singe|marque locale|fruit/poudre|1 kg|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Tamarin Marque locale Nature 250 g;Local sec;epicerie;;Tamarin Marque locale Nature 250 g|Tamarin|Tamarin 250 g|Tamarin Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|tamarin|marque locale|nature|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Tamarin Marque locale Nature 500 g;Local sec;epicerie;;Tamarin Marque locale Nature 500 g|Tamarin|Tamarin 500 g|Tamarin Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|tamarin|marque locale|nature|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Ditakh Marque locale Sec/poudre 250 g;Local sec;epicerie;;Ditakh Marque locale Sec/poudre 250 g|Ditakh|Ditakh 250 g|Ditakh Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|ditakh|marque locale|sec/poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Ditakh Marque locale Sec/poudre 500 g;Local sec;epicerie;;Ditakh Marque locale Sec/poudre 500 g|Ditakh|Ditakh 500 g|Ditakh Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|ditakh|marque locale|sec/poudre|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Kinkéliba Marque locale Feuilles 50 g;Local sec;epicerie;;Kinkéliba Marque locale Feuilles 50 g|Kinkéliba|Kinkéliba 50 g|Kinkéliba Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|kinkéliba|marque locale|feuilles|50 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Kinkéliba Marque locale Feuilles 100 g;Local sec;epicerie;;Kinkéliba Marque locale Feuilles 100 g|Kinkéliba|Kinkéliba 100 g|Kinkéliba Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|kinkéliba|marque locale|feuilles|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Poudre de moringa Marque locale 100 g;Local sec;epicerie;;Poudre de moringa Marque locale 100 g|Poudre de moringa|Poudre de moringa 100 g|Poudre de moringa Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|poudre de moringa|marque locale|poudre|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Poudre de moringa Marque locale 250 g;Local sec;epicerie;;Poudre de moringa Marque locale 250 g|Poudre de moringa|Poudre de moringa 250 g|Poudre de moringa Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|poudre de moringa|marque locale|poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Poudre de baobab Marque locale 250 g;Local sec;epicerie;;Poudre de baobab Marque locale 250 g|Poudre de baobab|Poudre de baobab 250 g|Poudre de baobab Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|poudre de baobab|marque locale|poudre|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Poudre de baobab Marque locale 500 g;Local sec;epicerie;;Poudre de baobab Marque locale 500 g|Poudre de baobab|Poudre de baobab 500 g|Poudre de baobab Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|poudre de baobab|marque locale|poudre|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Arachides Marque locale Grillées/salées 250 g;Local sec;epicerie;;Arachides Marque locale Grillées/salées 250 g|Arachides|Arachides 250 g|Arachides Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|arachides|marque locale|grillées/salées|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Arachides Marque locale Grillées/salées 500 g;Local sec;epicerie;;Arachides Marque locale Grillées/salées 500 g|Arachides|Arachides 500 g|Arachides Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|arachides|marque locale|grillées/salées|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Arachides Marque locale Grillées/salées 1 kg;Local sec;epicerie;;Arachides Marque locale Grillées/salées 1 kg|Arachides|Arachides 1 kg|Arachides Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|arachides|marque locale|grillées/salées|1 kg|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Sésame Marque locale Graines 250 g;Local sec;epicerie;;Sésame Marque locale Graines 250 g|Sésame|Sésame 250 g|Sésame Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|sésame|marque locale|graines|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Sésame Marque locale Graines 500 g;Local sec;epicerie;;Sésame Marque locale Graines 500 g|Sésame|Sésame 500 g|Sésame Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|sésame|marque locale|graines|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Noix de cajou Marque locale Nature/grillée 100 g;Local sec;epicerie;;Noix de cajou Marque locale Nature/grillée 100 g|Noix de cajou|Noix de cajou 100 g|Noix de cajou Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|noix de cajou|marque locale|nature/grillée|100 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Noix de cajou Marque locale Nature/grillée 250 g;Local sec;epicerie;;Noix de cajou Marque locale Nature/grillée 250 g|Noix de cajou|Noix de cajou 250 g|Noix de cajou Marque locale;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|noix de cajou|marque locale|nature/grillée|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Dattes Marque importée Nature 250 g;Local sec;epicerie;;Dattes Marque importée Nature 250 g|Dattes|Dattes 250 g|Dattes Marque importée;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|dattes|marque importée|nature|250 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Dattes Marque importée Nature 500 g;Local sec;epicerie;;Dattes Marque importée Nature 500 g|Dattes|Dattes 500 g|Dattes Marque importée;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|dattes|marque importée|nature|500 g|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
Dattes Marque importée Nature 1 kg;Local sec;epicerie;;Dattes Marque importée Nature 1 kg|Dattes|Dattes 1 kg|Dattes Marque importée;SN;;sachet;épicerie|sénégal|produits locaux secs|local sec|dattes|marque importée|nature|1 kg|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 2 | Expiration à suivre : Oui | Sensible : Non | Produit physique conditionné. | Source / validation : https://sunualimentation.com/;;;;true;1
